# CREATED BY GENE DIAGNOSTICS TOOL on Thu Apr 23 11:12:25 2020
# diag: timetrace, run(s): 0009, time window: 0-3.9578688(79 steps), species: electrons
# original data path: /global/cscratch1/sd/stirkas/genecode/prob_zonalFlow/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00 -2.2686E-06  0.0000E+00
  8.0100E-02 -2.1571E-06 -7.2093E-12
  1.6020E-01 -2.0426E-06 -4.4136E-11
  2.4030E-01 -2.0006E-06 -1.4956E-10
  3.2040E-01 -1.9753E-06 -4.0683E-10
  4.0050E-01 -1.9363E-06 -1.0895E-09
  4.8060E-01 -1.8910E-06 -3.0542E-09
  5.6070E-01 -1.8598E-06 -8.8700E-09
  6.4080E-01 -1.8463E-06 -2.5517E-08
  7.2090E-01 -1.8223E-06 -7.3010E-08
  8.0100E-01 -1.8106E-06 -2.0944E-07
  8.8110E-01 -1.8040E-06 -6.0359E-07
  9.6120E-01 -1.7955E-06 -1.7509E-06
  1.0413E+00 -1.7968E-06 -5.0993E-06
  1.1214E+00 -1.7941E-06 -1.4899E-05
  1.2015E+00 -1.7493E-06 -4.3894E-05
  1.2816E+00 -1.6046E-06 -1.3182E-04
  1.3585E+00 -1.1188E-06 -3.8969E-04
  1.4330E+00  3.8538E-07 -1.1226E-03
  1.5040E+00  3.2012E-06 -2.8141E-03
  1.5696E+00 -2.4745E-07 -5.9511E-03
  1.6297E+00  6.4772E-05 -1.0874E-02
  1.6846E+00 -5.1306E-05 -1.5466E-02
  1.7337E+00 -8.1917E-04 -1.5514E-02
  1.7785E+00 -2.9931E-04 -8.6038E-03
  1.8206E+00 -3.1728E-03  3.6429E-03
  1.8605E+00 -3.0708E-03  1.9115E-02
  1.8991E+00 -1.5207E-04  4.1871E-02
  1.9376E+00  5.5722E-03  6.2799E-02
  1.9743E+00  4.8003E-03  7.8356E-02
  2.0070E+00  3.0829E-04  9.3750E-02
  2.0397E+00  9.0425E-03  1.0518E-01
  2.0724E+00  1.3693E-02  1.2451E-01
  2.1051E+00  1.4900E-02  1.4600E-01
  2.1380E+00  1.3153E-02  1.5167E-01
  2.1724E+00  1.0101E-02  1.5124E-01
  2.2079E+00  8.7018E-03  1.5901E-01
  2.2440E+00  1.0443E-02  1.6981E-01
  2.2801E+00  9.7970E-03  1.7467E-01
  2.3177E+00  9.5684E-03  1.7596E-01
  2.3555E+00  5.5163E-03  1.7880E-01
  2.3934E+00 -1.6155E-04  1.8881E-01
  2.4320E+00  2.8641E-03  1.9911E-01
  2.4718E+00  4.2590E-03  2.0787E-01
  2.5115E+00  4.1513E-03  2.1549E-01
  2.5513E+00  7.2349E-03  2.2633E-01
  2.5911E+00  9.6550E-03  2.3733E-01
  2.6308E+00  1.3018E-02  2.4435E-01
  2.6706E+00  1.5983E-02  2.5098E-01
  2.7104E+00  1.8941E-02  2.5738E-01
  2.7502E+00  2.0217E-02  2.6477E-01
  2.7899E+00  2.0326E-02  2.7574E-01
  2.8297E+00  1.9091E-02  2.8588E-01
  2.8695E+00  1.9352E-02  2.9897E-01
  2.9093E+00  1.7639E-02  3.1214E-01
  2.9508E+00  1.9045E-02  3.2179E-01
  2.9926E+00  2.2008E-02  3.3050E-01
  3.0344E+00  1.6323E-02  3.4052E-01
  3.0761E+00  6.3668E-03  3.4575E-01
  3.1179E+00  1.2531E-03  3.4989E-01
  3.1596E+00  6.5941E-03  3.5359E-01
  3.2014E+00  1.1717E-02  3.5659E-01
  3.2432E+00  1.8855E-02  3.5897E-01
  3.2849E+00  2.3895E-02  3.6349E-01
  3.3267E+00  2.7085E-02  3.6885E-01
  3.3685E+00  3.1850E-02  3.7618E-01
  3.4118E+00  3.8259E-02  3.8246E-01
  3.4556E+00  4.0185E-02  3.8736E-01
  3.4995E+00  4.2754E-02  3.9815E-01
  3.5414E+00  4.3401E-02  4.0882E-01
  3.5830E+00  3.9777E-02  4.2086E-01
  3.6245E+00  3.8710E-02  4.3602E-01
  3.6661E+00  3.7402E-02  4.5115E-01
  3.7076E+00  4.0039E-02  4.6902E-01
  3.7493E+00  4.2482E-02  4.8893E-01
  3.7929E+00  4.8956E-02  5.0303E-01
  3.8376E+00  4.9144E-02  5.1418E-01
  3.8846E+00  4.4049E-02  5.2432E-01
  3.9327E+00  3.5645E-02  5.2652E-01
