# CREATED BY GENE DIAGNOSTICS TOOL on Thu Apr 23 11:07:40 2020
# diag: timetrace, run(s): 0014, time window: 0-3.9578688(62 steps), species: electrons
# original data path: /global/cscratch1/sd/stirkas/genecode/prob_zonalFlow/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00 -6.1637E-06  0.0000E+00
  8.4900E-02 -5.3991E-06  1.2412E-06
  1.6980E-01 -5.0649E-06  6.0061E-06
  2.5470E-01 -1.5006E-06  1.2903E-05
  3.3960E-01  9.4864E-06  1.8701E-05
  4.2450E-01  2.9494E-05  1.7154E-05
  5.0940E-01  5.5588E-05 -2.5410E-06
  5.9430E-01  7.3741E-05 -5.2888E-05
  6.7920E-01  5.3747E-05 -1.3766E-04
  7.6410E-01 -4.8335E-05 -2.3594E-04
  8.4900E-01 -2.7478E-04 -2.8056E-04
  9.3390E-01 -6.2467E-04 -1.4131E-04
  1.0188E+00 -9.8087E-04  3.5965E-04
  1.1037E+00 -1.0247E-03  1.3619E-03
  1.1886E+00 -1.9565E-04  2.7733E-03
  1.2735E+00  2.1931E-03  3.9708E-03
  1.3584E+00  6.5360E-03  3.4839E-03
  1.4433E+00  1.2062E-02 -1.0908E-03
  1.5282E+00  1.5474E-02 -1.2467E-02
  1.6129E+00  9.3330E-03 -3.1383E-02
  1.6935E+00 -1.6188E-02 -5.0254E-02
  1.7722E+00 -6.5843E-02 -5.0173E-02
  1.8486E+00 -1.2273E-01 -8.5826E-03
  1.9196E+00 -1.5411E-01  6.7268E-02
  1.9877E+00 -1.4656E-01  1.5311E-01
  2.0528E+00 -9.8082E-02  2.3444E-01
  2.1136E+00 -2.3109E-02  2.9825E-01
  2.1720E+00  6.9315E-02  3.2535E-01
  2.2281E+00  1.9366E-01  3.1807E-01
  2.2842E+00  3.1858E-01  2.6084E-01
  2.3382E+00  3.8234E-01  1.6926E-01
  2.3892E+00  4.0401E-01  1.0379E-01
  2.4373E+00  3.9386E-01 -5.8106E-03
  2.4828E+00  3.4299E-01 -1.3140E-01
  2.5284E+00  2.3887E-01 -2.2909E-01
  2.5739E+00  1.3679E-01 -2.6856E-01
  2.6195E+00  3.0548E-02 -2.6579E-01
  2.6650E+00 -4.9085E-02 -2.5031E-01
  2.7105E+00 -1.1984E-01 -2.3343E-01
  2.7561E+00 -1.8630E-01 -1.9950E-01
  2.8034E+00 -2.3822E-01 -1.2904E-01
  2.8531E+00 -2.7906E-01 -3.9557E-02
  2.9033E+00 -2.9675E-01  5.3642E-02
  2.9541E+00 -2.7855E-01  1.4672E-01
  3.0062E+00 -2.2043E-01  2.2576E-01
  3.0563E+00 -1.3675E-01  2.6982E-01
  3.1072E+00 -3.6771E-02  2.8634E-01
  3.1597E+00  6.2797E-02  2.6343E-01
  3.2123E+00  1.3650E-01  2.1555E-01
  3.2649E+00  1.8463E-01  1.4872E-01
  3.3180E+00  1.9839E-01  6.6539E-02
  3.3732E+00  1.8941E-01 -2.3137E-03
  3.4284E+00  1.6505E-01 -5.0427E-02
  3.4836E+00  1.1594E-01 -1.0065E-01
  3.5388E+00  4.0359E-02 -1.2610E-01
  3.5953E+00 -3.8559E-02 -1.1626E-01
  3.6536E+00 -1.0285E-01 -6.3518E-02
  3.7144E+00 -1.2535E-01  1.3567E-02
  3.7753E+00 -1.0377E-01  7.2311E-02
  3.8362E+00 -4.8452E-02  1.1219E-01
  3.8970E+00  1.1579E-02  1.1163E-01
  3.9579E+00  4.9741E-02  7.9025E-02
